城市,AQI,PM10,PM2.5
南充,94.4654,104.9141,68.8061
马鞍山,94.5097,105.6593,69.9640
常州,94.6925,103.6011,66.1662
连云港,94.8033,112.1884,61.4820
锦州,95.1967,101.7008,62.3186
日照,95.4571,111.7867,62.0831
扬州,95.5928,111.7812,65.2161
莱州,95.6731,113.1080,61.7175
无锡,95.9557,105.3324,66.9972
胶南,96.3663,89.0029,62.4012
长治,96.8283,115.0776,66.8338
长春,97.1662,112.5235,64.8726
张家港,97.2770,113.8726,64.6510
株洲,97.8089,103.8753,71.0471
湘潭,97.8587,109.8089,71.0388
宿迁,97.9917,114.4460,68.1690
自贡,98.0549,108.1908,70.3092
平度,99.1755,94.3064,62.3788
镇江,99.5845,109.5291,66.7424
泰州,99.7507,110.2881,71.7867
徐州,99.9418,118.5845,66.6454
淮安,100.0028,101.4848,68.1080
哈尔滨,100.3407,109.4571,72.3407
句容,100.7047,66.8078,70.4763
长沙,100.8753,88.9723,74.3324
成都,101.2271,116.3213,71.9003
江阴,101.3296,95.3878,71.8615
鞍山,101.9114,121.4044,70.3407
太原,102.2659,128.4321,67.1302
铜川,102.6177,121.8670,67.8006
包头,103.1524,146.3934,52.1025
宝鸡,103.1524,120.4737,68.5291
洛阳,104.7756,120.0305,71.5623
南京,105.0000,123.2825,73.4072
沈阳,105.2465,120.1524,71.3878
咸阳,106.9668,131.9806,70.1136
渭南,108.1496,130.0416,73.0194
合肥,109.1994,110.6454,79.5623
泰安,109.8476,131.1330,75.7368
三门峡,111.2299,123.0332,74.9889
焦作,111.8753,130.5235,77.0748
武汉,111.9612,112.8449,81.3186
西安,113.0360,147.1551,74.9751
阳泉,114.8722,157.6806,70.2111
乌鲁木齐,116.1828,153.6925,63.4875
开封,116.2742,125.6371,82.0360
潍坊,118.3518,145.2493,77.6371
东营,118.7230,147.0055,76.8393
滨州,118.8393,134.7895,84.3186
荆州,120.4211,149.9030,88.0859
平顶山,122.2105,141.5568,87.1385
宜昌,122.7950,135.1330,91.4626
郑州,123.1108,149.3601,86.6759
济宁,124.3241,154.4432,87.7202
寿光,124.4806,142.1167,86.4583
沧州,125.2327,140.4792,87.1136
枣庄,127.2022,167.6205,87.7258
莱芜,128.3463,140.4931,93.4515
博州,129.0000,122.0000,97.0000
安阳,129.9806,143.0111,93.7784
济南,130.6685,174.0947,89.5543
淄博,130.6815,164.7173,92.5387
临沂,132.7119,171.4848,92.3490
廊坊,134.8753,155.4432,97.2133
聊城,135.9169,171.0554,98.1773
菏泽,137.1357,160.6787,99.2659
唐山,137.3556,162.5056,99.3750
德州,139.7326,153.2284,104.0696
库尔勒,142.9335,232.4543,70.1801
邯郸,153.5361,188.3972,111.9528
衡水,154.2992,192.0000,106.2521
石家庄,165.2742,212.2936,122.1801
保定,172.8698,218.4543,125.6870
邢台,178.0526,233.9584,129.7839
