城市,AQI,PM10,PM2.5
海西,62.2005,60.9451,23.8077
商洛,62.2390,64.1154,34.9808
果洛,62.2424,53.5785,26.6474
桂林,62.2637,56.0824,40.9753
贺州,62.5137,65.0220,41.3764
六盘水,62.5549,67.8984,38.6923
绥化,62.6978,64.5934,34.5549
宁波,62.8077,59.0934,36.0027
博州,62.8984,68.2857,30.0027
贵港,62.9451,63.1291,40.5220
安康,63.2005,60.1291,37.8462
佛山,63.2473,63.3022,38.9038
常州,63.3159,67.1951,41.3571
鸡西,63.3984,68.6346,37.4341
广安,63.4066,70.2967,35.7253
十堰,63.9643,61.1676,40.7912
连云港,64.0275,61.7005,37.6401
张家界,64.3187,65.8489,38.4286
富阳,64.4831,67.0706,41.6441
衢州,64.5192,64.2060,41.0330
郴州,64.8269,65.8846,36.2940
柳州,64.8874,66.4423,43.6648
大连,64.9615,58.9835,33.1703
通辽,65.6593,68.3516,34.1923
齐齐哈尔,65.8571,65.3379,36.7253
遂宁,65.9066,67.4423,39.1868
甘南,65.9725,68.8709,35.4121
鄂尔多斯,65.9753,72.8791,24.3242
恩施,66.2088,62.5385,44.7912
上饶,66.2610,72.4203,42.8599
克拉玛依,66.4148,68.8214,33.0495
赤峰,66.4396,72.3269,33.6319
永州,66.5027,65.8709,43.5110
本溪,66.9698,71.5797,38.9038
金华,67.0137,56.7143,41.2033
赣州,67.0962,69.3352,45.7692
抚州,67.1209,63.9780,46.3984
蓬莱,67.2527,61.8929,35.7253
临安,67.4121,74.1181,40.6758
怀化,67.9505,78.5137,37.8626
南昌,68.1648,76.0769,39.7033
资阳,68.3599,78.4258,32.2995
烟台,68.5632,69.8544,33.8681
金坛,68.6236,65.0907,44.1264
杭州,68.8159,68.8901,42.4918
溧阳,68.9560,64.4918,44.8764
益阳,69.3516,78.3626,41.5385
天水,69.3544,73.5357,34.7198
张家口,69.4945,75.5220,32.7418
南充,69.6923,71.0824,44.3654
承德,69.8654,80.1016,33.3681
昆山,70.1071,70.5495,39.3956
平凉,70.1181,81.6236,31.3324
盐城,70.1896,74.9945,41.6044
来宾,70.3159,68.5632,47.5275
七台河,70.3791,74.3297,42.5082
岳阳,70.6511,70.1456,47.6758
南通,70.6593,64.9863,38.9890
嘉兴,70.6978,67.5852,40.8462
白山,70.6978,71.6181,43.3681
辽源,70.8516,59.2830,43.3681
咸宁,70.8544,58.7720,46.4560
苏州,71.3297,65.4725,42.0357
萍乡,71.4725,77.6786,46.4341
新余,71.5797,78.6703,47.5907
衡阳,71.6291,67.8379,47.8736
九江,72.0357,66.9368,45.0357
那曲,72.4643,88.3846,33.7418
宜春,72.4698,74.9945,50.4478
达州,72.5797,75.3242,48.2088
大同,72.6676,80.2225,38.0027
松原,72.7473,76.5055,34.7857
吴江,72.7857,79.0302,40.0659
盘锦,72.7885,67.3654,39.1593
绵阳,72.8544,73.4231,47.8214
榆林,72.9533,79.0522,34.2308
巴彦淖尔,72.9945,91.7115,34.7857
太仓,73.0027,74.0302,39.7115
哈密,73.0604,83.0604,31.3159
雅安,73.1346,75.2143,48.4176
常熟,73.2473,69.1429,44.6923
南京,73.4011,78.3352,40.3104
瓦房店,73.5302,64.9588,43.7830
青岛,73.8901,79.4451,37.2637
宜兴,74.1813,59.9423,43.5522
定西,74.2610,84.1429,38.6319
张掖,74.3599,80.0549,28.3077
阿拉善盟,74.4753,76.7720,33.7060
吉安,74.6346,74.0934,51.3407
固原,74.7747,88.4011,32.9423
内江,75.0275,70.6374,47.4121
无锡,75.0549,78.2418,44.3489
庆阳,75.1044,75.5385,35.8242
株洲,75.3901,79.7363,50.3544
六安,75.6511,80.8159,46.4533
莱州,75.8815,84.1488,38.1433
邵阳,76.0495,75.0412,51.9313
宣城,76.0549,77.0659,49.5604
常德,76.0714,74.7637,49.7885
随州,76.2335,76.6209,50.0687
秦皇岛,76.5824,82.2198,42.8242
眉山,76.7033,75.7198,46.7088
鞍山,76.7280,78.5055,44.5852
泸州,77.0797,79.7005,50.7830
阜新,77.1126,81.6566,39.8077
延安,77.1181,89.2143,39.8159
湘潭,77.1538,82.4258,49.7940
营口,77.2335,68.4918,41.8654
孝感,77.3571,81.8599,48.9863
长沙,77.8187,68.0522,51.4918
长春,78.0110,79.9121,45.0742
招远,78.1126,83.8379,43.9396
汉中,78.1703,79.3242,49.3462
句容,78.2637,73.4368,47.1264
四平,78.2967,84.2500,45.8791
西宁,78.3049,93.4505,37.6676
黄冈,78.4478,84.2885,48.4341
吉林,78.4615,77.5165,48.4451
嘉峪关,78.5769,96.3489,22.3324
胶州,78.6346,80.9368,40.8379
莱西,78.6425,79.5223,44.9050
朝阳,78.8297,79.9368,41.7720
抚顺,78.8736,82.2253,46.2170
乐山,79.0302,75.0852,52.1593
即墨,79.2720,81.4066,41.2115
芜湖,79.3462,79.6758,48.0769
临夏,79.5082,86.4670,46.1538
张家港,79.8516,84.8077,45.3929
黄石,79.8626,86.0742,54.5742
金昌,79.9698,100.0110,27.9423
昌吉,80.3297,79.2170,49.7005
辽阳,81.1731,81.7967,46.2665
日照,81.3022,87.5687,46.8874
马鞍山,81.3489,86.7802,48.9313
宜宾,81.5137,79.2198,55.9560
白银,81.7665,107.3874,36.6813
安庆,81.8077,80.4148,56.7500
湖州,81.8242,83.5027,59.0632
泰州,81.8407,83.2418,51.3819
鄂州,81.9203,86.5604,55.3929
武汉,81.9890,86.1346,51.4615
成都,82.1511,85.3599,52.2445
伊犁,82.1703,82.3297,50.4505
德阳,82.2308,87.3132,51.1429
沈阳,82.2610,84.5934,48.4780
平度,82.4478,154.6319,44.0989
绍兴,82.5412,109.6896,40.7775
铜陵,82.6841,88.5632,57.4423
中卫,82.7115,102.4670,36.4423
锦州,82.8049,80.7500,48.0852
葫芦岛,82.9698,82.5522,46.7720
包头,83.1181,97.7088,45.4286
荆州,83.1868,92.9890,55.5769
海东,83.4124,102.4040,46.0085
呼和浩特,83.6401,98.7775,42.7335
江阴,83.7885,86.2885,55.9313
信阳,83.8984,91.4780,53.7500
铁岭,83.9148,84.7885,49.3297
荆门,84.3159,97.5742,54.3681
胶南,84.6429,83.4835,45.4368
池州,84.6566,86.8434,59.2775
淮安,84.6978,90.5440,50.7418
铜川,85.0467,93.4203,50.9093
合肥,85.1374,77.6071,54.9066
滁州,85.2747,84.6209,54.7830
武威,85.3214,112.5824,43.1951
银川,85.4286,108.3187,43.9286
吴忠,85.6319,107.4396,43.2912
乌海,86.0577,112.3736,43.5357
宜昌,86.6703,90.9698,57.3681
哈尔滨,86.7390,83.7445,56.3874
镇江,87.1126,89.9368,54.8709
扬州,87.3214,94.8901,53.4093
宿迁,88.6786,80.9203,56.4945
酒泉,89.6731,128.1648,33.7363
石嘴山,90.4093,109.9203,47.9643
兰州,91.4313,124.1703,47.4973
蚌埠,91.6923,100.2555,60.1648
宝鸡,91.7582,101.3929,56.7253
朔州,92.0247,107.7005,50.0659
吕梁,93.7500,117.5110,56.6401
南阳,94.6758,108.7005,56.9478
驻马店,94.9313,105.5659,58.1758
自贡,95.3626,92.3901,67.3929
廊坊,95.6758,105.7995,59.4423
济宁,95.8187,110.4286,56.3874
泰安,96.0302,98.3407,57.7060
淮南,96.0962,106.9148,61.8764
东营,96.3819,112.1841,57.0385
襄阳,96.6731,90.2363,65.8901
长治,97.4670,105.9121,61.3929
周口,97.8104,109.5824,60.6758
临沂,98.4148,114.6841,56.7225
石河子,98.5824,99.9368,60.7802
阜阳,98.8104,108.5989,66.9808
潍坊,98.9176,117.9066,58.8434
寿光,99.0661,104.7273,63.6722
商丘,99.2830,116.8407,62.0907
晋中,99.3352,116.6484,61.1374
库尔勒,99.3791,139.6758,43.9808
忻州,99.4890,112.4643,63.7473
漯河,99.7555,115.8791,63.2940
亳州,100.1511,105.7060,63.1401
三门峡,100.5742,107.2610,60.9533
许昌,100.8681,105.9533,62.7115
沧州,101.0000,108.7637,65.4973
滨州,101.3242,105.3132,66.7967
枣庄,101.6456,127.0989,63.2253
淮北,101.6786,104.1593,66.9011
阳泉,101.7473,121.7912,62.7802
宿州,102.2445,99.1538,69.8379
淄博,102.6291,121.7830,65.0577
平顶山,103.3956,117.6621,67.2418
莱芜,103.4093,124.1621,66.3709
鹤壁,103.5714,121.6923,63.9588
新乡,103.8132,117.3159,65.6648
太原,103.8681,128.3379,63.9698
晋城,103.8984,119.6429,63.2198
唐山,103.9203,121.8681,65.8187
济南,105.3324,130.1016,64.0632
徐州,105.6209,124.0330,67.3544
开封,105.7610,114.2170,67.0907
濮阳,107.1071,117.4808,69.1868
章丘,107.6841,129.0247,66.2610
菏泽,109.0110,134.8984,69.7555
德州,109.7637,127.5082,68.4313
聊城,111.1621,137.3626,72.0989
焦作,111.1868,128.8571,74.4560
洛阳,111.7692,129.7308,73.2967
郑州,111.9286,130.4918,70.4451
西安,112.1813,130.8187,72.3049
渭南,112.5247,138.6786,68.4341
乌鲁木齐,112.5522,120.5055,73.0577
运城,113.0549,124.2308,72.1181
五家渠,114.3956,129.8489,75.6401
衡水,116.6786,137.7582,76.2912
克州,118.1405,146.4242,42.6722
临汾,118.6044,129.4560,81.9808
吐鲁番,118.7445,155.7473,65.9973
咸阳,120.2692,134.1648,78.4093
石家庄,121.7912,152.5137,81.1758
保定,121.8269,137.9423,83.2830
邢台,121.9423,151.1511,80.0907
安阳,122.2555,140.3077,81.3654
邯郸,125.7747,156.4560,85.1236
阿克苏,134.0522,196.1951,69.5165
喀什,160.2363,246.2005,98.7720
和田,185.9093,314.6621,90.7473
