城市,日期,质量等级,AQI,AQI排名,PM2.5,PM10,So2,No2,Co,O3
兰州,2015-1-29,良,78,244,32,104,20,28,2,49
兰州,2015-1-30,良,67,162,38,77,18,37,2,36
兰州,2015-1-31,良,83,236,61,73,23,36,2,42
兰州,2015-2-1,良,90,215,66,81,19,39,3,40
兰州,2015-2-2,良,81,131,59,75,24,39,2,47
兰州,2015-2-3,良,91,154,67,98,30,41,2,45
兰州,2015-2-4,良,60,94,42,52,16,20,2,70
兰州,2015-2-5,良,80,175,58,76,22,43,2,44
兰州,2015-2-6,良,90,173,65,96,28,36,2,45
兰州,2015-2-7,良,72,92,42,91,19,37,2,53
兰州,2015-2-8,良,86,231,55,116,24,52,2,48
兰州,2015-2-9,良,95,235,68,131,35,63,3,42
兰州,2015-2-10,良,95,170,68,120,35,56,2,42
兰州,2015-2-11,良,84,120,54,111,43,69,3,39
兰州,2015-2-12,良,86,140,58,114,54,75,3,38
兰州,2015-2-13,良,80,128,53,103,46,64,3,36
兰州,2015-2-14,中度污染,197,312,80,274,32,42,3,46
兰州,2015-2-15,良,77,113,29,103,15,24,1,63
兰州,2015-2-16,良,78,105,45,103,34,49,2,51
兰州,2015-2-17,良,76,132,48,100,38,46,3,53
兰州,2015-2-18,良,92,199,65,120,39,39,2,59
兰州,2015-2-19,轻度污染,124,223,93,138,30,30,2,57
兰州,2015-2-20,良,77,239,35,102,15,15,1,73
兰州,2015-2-21,良,68,183,27,84,13,16,1,62
兰州,2015-2-22,良,67,135,30,81,19,26,1,63
兰州,2015-2-23,良,75,181,37,98,16,22,1,66
兰州,2015-2-24,良,52,94,29,57,10,28,2,40
兰州,2015-2-25,轻度污染,130,315,57,208,9,26,1,47
兰州,2015-2-26,良,74,227,38,97,12,31,1,51
兰州,2015-2-27,轻度污染,106,343,43,160,16,17,1,63
兰州,2015-2-28,优,45,160,18,45,15,20,1,58
兰州,2015-3-1,良,71,225,46,83,30,37,2,65
兰州,2015-3-2,轻度污染,143,342,61,242,23,31,2,48
兰州,2015-3-3,重度污染,226,355,76,360,11,24,1,58
兰州,2015-3-4,轻度污染,113,345,52,175,17,26,1,43
兰州,2015-3-5,良,93,304,59,123,25,34,2,36
兰州,2015-3-6,良,85,234,57,112,22,40,2,39
兰州,2015-3-7,良,74,183,42,96,20,31,2,50
兰州,2015-3-8,良,88,240,35,123,12,20,1,87
兰州,2015-3-9,轻度污染,119,320,47,186,16,17,1,64
兰州,2015-3-10,良,92,286,42,132,25,26,1,48
兰州,2015-3-11,良,99,302,52,146,29,47,2,49
兰州,2015-3-12,轻度污染,125,308,71,199,35,61,2,72
兰州,2015-3-13,轻度污染,107,266,42,162,16,35,1,56
兰州,2015-3-14,轻度污染,140,295,54,227,13,40,1,52
兰州,2015-3-15,轻度污染,150,313,67,249,26,63,2,36
兰州,2015-3-16,轻度污染,126,275,59,199,19,48,1,39
兰州,2015-3-17,轻度污染,139,321,73,226,31,63,2,29
兰州,2015-3-18,轻度污染,101,303,46,150,25,39,2,49
兰州,2015-3-19,良,67,146,32,81,10,25,1,68
兰州,2015-3-20,良,82,200,35,112,18,36,1,56
兰州,2015-3-21,轻度污染,112,284,60,171,22,56,1,49
兰州,2015-3-22,轻度污染,108,260,64,163,24,64,2,26
兰州,2015-3-23,良,74,215,47,93,10,37,1,58
兰州,2015-3-24,良,58,138,34,65,7,38,1,64
兰州,2015-3-25,良,73,214,37,95,13,53,1,48
兰州,2015-3-26,良,78,230,40,105,13,56,1,52
兰州,2015-3-27,轻度污染,102,275,47,150,13,54,1,47
兰州,2015-3-28,轻度污染,115,277,51,179,15,64,1,31
兰州,2015-3-29,良,88,178,55,119,14,66,1,44
兰州,2015-3-30,良,77,185,38,102,13,44,1,61
兰州,2015-3-31,良,98,272,48,143,13,52,1,54
兰州,2015-4-1,轻度污染,101,318,62,146,14,39,1,42
兰州,2015-4-2,重度污染,208,352,90,319,20,54,1,45
兰州,2015-4-3,轻度污染,113,334,53,172,5,29,1,46
兰州,2015-4-4,轻度污染,115,312,55,178,16,39,1,32
兰州,2015-4-5,良,66,174,22,81,19,30,1,73
兰州,2015-4-6,优,46,119,25,46,8,31,1,63
兰州,2015-4-7,优,49,177,23,50,8,34,1,63
兰州,2015-4-8,良,51,137,26,53,8,30,1,59
兰州,2015-4-9,良,55,131,30,60,9,29,1,67
兰州,2015-4-10,良,79,238,43,106,19,46,1,53
兰州,2015-4-11,良,93,285,33,133,8,33,1,71
兰州,2015-4-12,轻度污染,121,359,40,175,14,30,0,65
兰州,2015-4-13,良,96,335,35,140,32,60,1,40
兰州,2015-4-14,轻度污染,106,320,42,159,25,56,1,42
兰州,2015-4-15,轻度污染,149,325,66,245,34,57,1,66
兰州,2015-4-16,重度污染,225,362,90,348,21,41,1,74
兰州,2015-4-17,中度污染,163,354,72,257,23,43,1,66
兰州,2015-4-18,良,98,248,40,129,6,20,1,75
兰州,2015-4-19,良,62,178,22,65,10,30,1,98
兰州,2015-4-20,良,55,138,26,60,8,36,1,67
兰州,2015-4-21,良,56,129,30,63,9,43,1,60
兰州,2015-4-22,良,95,309,49,126,27,62,1,59
兰州,2015-4-23,良,69,137,31,87,20,53,1,53
兰州,2015-4-24,良,98,279,52,140,35,61,1,53
兰州,2015-4-25,良,69,109,40,85,17,48,1,65
兰州,2015-4-26,良,72,107,37,88,18,54,1,54
兰州,2015-4-27,良,95,271,53,120,26,63,1,70
兰州,2015-4-28,良,84,238,50,111,25,51,1,60
兰州,2015-4-29,良,75,183,42,93,17,48,1,70
兰州,2015-4-30,良,100,263,57,133,9,35,1,51
兰州,2015-5-1,良,64,157,38,68,7,36,1,66
兰州,2015-5-2,良,67,234,34,83,16,39,1,61
兰州,2015-5-3,良,51,68,22,40,6,21,1,89
兰州,2015-5-4,良,67,184,30,76,10,39,1,75
兰州,2015-5-5,良,67,139,35,84,16,49,1,50
兰州,2015-5-6,轻度污染,118,319,60,170,11,45,1,59
兰州,2015-5-7,良,100,276,56,147,19,43,1,52
兰州,2015-5-8,良,84,295,43,113,19,38,1,75
兰州,2015-5-9,良,68,233,36,87,19,49,1,53
兰州,2015-5-10,轻度污染,132,339,60,185,5,26,1,57
兰州,2015-5-11,良,78,340,37,105,11,41,1,53
兰州,2015-5-12,轻度污染,102,350,44,152,21,72,1,43
兰州,2015-5-13,轻度污染,101,327,49,150,18,58,1,61
兰州,2015-5-14,轻度污染,108,314,50,164,11,56,1,47
兰州,2015-5-15,轻度污染,108,338,54,165,19,51,1,53
兰州,2015-5-16,良,92,294,47,132,16,51,1,56
兰州,2015-5-17,轻度污染,102,288,51,134,14,52,1,63
兰州,2015-5-18,严重污染,353,362,142,466,19,50,1,55
兰州,2015-5-19,轻度污染,120,328,64,189,14,43,1,57
兰州,2015-5-20,优,50,119,25,53,7,32,1,59
兰州,2015-5-21,良,51,105,32,52,7,32,1,77
兰州,2015-5-22,良,76,222,47,98,10,48,1,55
兰州,2015-5-23,良,62,163,31,71,13,41,1,66
兰州,2015-5-24,良,74,193,33,96,17,48,1,53
兰州,2015-5-25,良,65,144,23,77,7,32,1,51
兰州,2015-5-26,良,75,183,33,98,13,47,1,51
兰州,2015-5-27,中度污染,194,353,88,277,11,53,1,34
兰州,2015-5-28,优,47,63,22,48,6,27,1,43
兰州,2015-5-29,良,62,209,27,72,7,42,1,46
兰州,2015-5-30,良,65,232,30,77,13,53,1,50
兰州,2015-5-31,良,84,251,34,116,17,57,1,40
兰州,2015-6-1,中度污染,176,357,79,247,5,41,1,48
兰州,2015-6-2,轻度污染,114,333,47,177,11,45,1,42
兰州,2015-6-3,良,70,284,26,89,7,37,1,47
兰州,2015-6-4,良,54,175,17,52,7,29,0,80
兰州,2015-6-5,良,93,322,39,127,22,57,1,73
兰州,2015-6-6,良,80,239,32,107,15,41,1,65
兰州,2015-6-7,良,80,283,35,109,13,36,1,60
兰州,2015-6-8,良,83,310,37,111,17,54,1,62
兰州,2015-6-9,轻度污染,107,310,55,162,36,61,1,59
兰州,2015-6-10,轻度污染,128,333,66,203,6,26,0,73
兰州,2015-6-11,良,100,334,41,144,16,44,1,70
兰州,2015-6-12,良,71,241,27,89,15,48,1,60
兰州,2015-6-13,良,72,255,30,93,21,49,1,58
兰州,2015-6-14,良,70,232,25,87,7,36,1,76
兰州,2015-6-15,良,68,208,28,85,7,36,1,74
兰州,2015-6-16,良,73,232,31,93,9,45,1,62
兰州,2015-6-17,良,81,265,38,110,14,57,1,50
兰州,2015-6-18,良,78,290,33,99,8,51,1,70
兰州,2015-6-19,良,64,213,32,75,10,22,1,94
兰州,2015-6-20,良,60,204,38,66,4,30,1,73
兰州,2015-6-21,良,77,249,45,95,13,51,1,68
兰州,2015-6-22,良,72,251,37,88,9,52,1,37
兰州,2015-6-23,良,60,199,36,63,6,37,1,68
兰州,2015-6-24,良,65,267,37,76,7,44,1,45
兰州,2015-6-25,良,76,321,48,87,7,47,1,64
兰州,2015-6-26,良,67,269,29,81,9,41,1,54
兰州,2015-6-27,优,49,181,17,51,5,22,1,44
兰州,2015-6-28,良,74,278,37,98,6,32,1,34
兰州,2015-6-29,轻度污染,134,359,76,216,8,60,1,33
兰州,2015-6-30,良,98,356,53,144,5,42,1,47
兰州,2015-7-1,良,78,317,44,104,8,45,1,36
兰州,2015-7-2,良,66,262,45,71,5,37,1,27
兰州,2015-7-3,良,86,310,63,88,8,48,1,31
兰州,2015-7-4,轻度污染,117,357,88,122,10,61,1,21
兰州,2015-7-5,良,71,268,47,67,8,43,1,38
兰州,2015-7-6,良,81,305,48,109,18,61,1,43
兰州,2015-7-7,良,78,288,38,103,11,46,1,40
兰州,2015-7-8,良,62,189,39,69,7,30,1,36
兰州,2015-7-9,良,52,128,33,45,7,32,1,56
兰州,2015-7-10,良,73,263,38,93,13,47,1,39
兰州,2015-7-11,良,66,230,36,80,5,29,1,44
兰州,2015-7-12,良,80,257,53,105,5,29,1,44
兰州,2015-7-13,良,76,195,41,99,11,37,1,59
兰州,2015-7-14,良,66,135,40,79,7,44,1,46
兰州,2015-7-15,良,72,233,38,93,9,48,1,46
兰州,2015-7-16,良,73,273,39,95,10,41,1,46
兰州,2015-7-17,良,73,286,46,92,12,51,1,51
兰州,2015-7-18,良,76,291,37,93,13,54,1,69
兰州,2015-7-19,良,99,351,40,129,21,58,1,70
兰州,2015-7-20,良,80,290,30,87,15,38,1,91
兰州,2015-7-21,良,65,217,32,78,13,43,1,74
兰州,2015-7-22,良,67,244,37,82,17,45,1,68
兰州,2015-7-23,良,58,231,25,53,7,38,1,80
兰州,2015-7-24,良,82,319,42,107,18,60,2,57
兰州,2015-7-25,良,94,326,45,126,16,62,2,62
兰州,2015-7-26,良,80,262,43,104,16,51,1,60
兰州,2015-7-27,良,74,257,43,94,14,47,1,63
兰州,2015-7-28,良,67,259,42,81,9,39,1,60
兰州,2015-7-29,良,72,291,47,91,14,42,1,48
兰州,2015-7-30,良,73,320,51,89,14,44,1,55
兰州,2015-7-31,良,70,310,48,83,8,35,1,59
兰州,2015-8-1,良,75,312,51,96,15,45,1,49
兰州,2015-8-2,良,67,282,35,82,10,33,1,65
兰州,2015-8-3,良,60,254,41,60,6,28,1,52
兰州,2015-8-4,良,58,237,36,61,7,38,1,51
兰州,2015-8-5,良,74,286,35,81,23,47,1,68
兰州,2015-8-6,良,69,287,31,77,17,47,1,72
兰州,2015-8-7,良,63,230,25,74,8,35,1,65
兰州,2015-8-8,优,45,145,24,43,8,27,1,66
兰州,2015-8-9,优,38,115,19,36,6,29,1,55
兰州,2015-8-10,良,56,257,26,56,14,41,1,72
兰州,2015-8-11,良,66,287,27,75,11,46,1,51
兰州,2015-8-12,良,63,228,29,74,16,34,1,67
兰州,2015-8-13,良,94,294,46,136,8,20,1,69
兰州,2015-8-14,良,63,202,29,69,9,46,1,62
兰州,2015-8-15,良,77,290,33,102,14,53,1,52
兰州,2015-8-16,中度污染,175,357,62,237,9,35,1,47
兰州,2015-8-17,轻度污染,114,318,56,177,12,30,1,60
兰州,2015-8-18,良,70,209,43,89,8,33,1,44
兰州,2015-8-19,良,67,273,36,83,16,49,1,44
兰州,2015-8-20,良,75,328,36,100,14,50,1,47
兰州,2015-8-21,良,61,217,24,68,11,40,1,62
兰州,2015-8-22,良,85,303,37,117,17,49,1,54
兰州,2015-8-23,良,62,191,30,72,15,43,1,56
兰州,2015-8-24,良,72,265,32,90,17,48,1,59
兰州,2015-8-25,良,79,300,34,107,14,58,1,48
兰州,2015-8-26,良,72,219,32,91,10,42,1,54
兰州,2015-8-27,良,60,171,28,68,6,36,1,56
兰州,2015-8-28,良,67,204,33,82,10,44,1,54
兰州,2015-8-29,良,78,287,38,102,14,59,1,53
兰州,2015-8-30,良,77,259,37,102,11,51,1,59
兰州,2015-8-31,良,61,216,28,69,14,25,1,65
兰州,2015-9-1,良,58,203,28,64,10,30,1,68
兰州,2015-9-2,良,51,173,29,54,5,29,1,55
兰州,2015-9-3,优,50,167,33,45,5,37,1,31
兰州,2015-9-4,优,45,158,26,43,9,37,1,48
兰州,2015-9-5,良,73,340,33,94,13,49,1,44
兰州,2015-9-6,良,71,327,32,91,18,47,1,49
兰州,2015-9-7,良,58,212,27,65,9,30,1,56
兰州,2015-9-8,优,43,71,29,36,9,23,1,51
兰州,2015-9-9,优,31,30,20,24,7,27,1,52
兰州,2015-9-10,优,33,55,18,31,9,30,1,42
兰州,2015-9-11,良,54,209,26,59,10,52,1,27
兰州,2015-9-12,良,57,225,28,65,12,45,1,38
兰州,2015-9-13,良,64,255,27,70,15,49,1,66
兰州,2015-9-14,良,76,301,38,99,17,59,1,45
兰州,2015-9-15,良,60,163,26,67,10,33,1,39
兰州,2015-9-16,良,60,154,35,71,10,31,1,36
兰州,2015-9-17,良,75,236,39,99,18,48,1,26
兰州,2015-9-18,良,76,239,40,100,12,48,1,33
兰州,2015-9-19,良,77,253,41,101,11,45,1,9
兰州,2015-9-20,良,55,156,25,59,8,23,1,55
兰州,2015-9-21,良,93,288,42,117,22,27,1,35
兰州,2015-9-22,良,54,160,28,61,11,29,1,56
兰州,2015-9-23,良,90,326,53,115,13,62,1,13
兰州,2015-9-24,良,77,298,53,79,11,44,1,40
兰州,2015-9-25,轻度污染,107,339,49,163,13,53,1,49
兰州,2015-9-26,良,96,341,57,140,18,72,1,49
兰州,2015-9-27,良,59,184,33,67,12,37,1,39
兰州,2015-9-28,良,52,164,30,59,10,36,1,46
兰州,2015-9-29,良,65,261,46,71,12,51,1,39
兰州,2015-9-30,良,84,320,40,114,20,36,1,27
兰州,2015-10-1,轻度污染,111,338,40,170,16,51,1,34
兰州,2015-10-2,良,84,276,39,115,18,50,1,44
兰州,2015-10-3,良,97,286,39,142,17,58,1,38
兰州,2015-10-4,良,87,259,43,122,17,61,1,49
兰州,2015-10-5,良,81,249,35,110,16,42,1,45
兰州,2015-10-6,良,65,208,29,80,15,41,1,34
兰州,2015-10-7,良,96,312,47,140,19,38,1,42
兰州,2015-10-8,良,70,307,27,87,11,28,1,54
兰州,2015-10-9,良,77,308,36,102,16,53,1,45
兰州,2015-10-10,良,79,310,34,106,18,60,1,39
兰州,2015-10-11,良,77,284,33,103,17,62,1,34
兰州,2015-10-12,良,83,264,42,115,20,64,1,46
兰州,2015-10-13,良,68,145,41,83,13,54,1,53
兰州,2015-10-14,良,81,154,42,110,22,73,1,43
兰州,2015-10-15,良,99,204,60,145,24,76,2,39
兰州,2015-10-16,良,80,130,48,108,14,21,1,46
兰州,2015-10-17,良,63,71,23,75,10,21,1,48
兰州,2015-10-18,良,82,215,45,108,14,39,1,58
兰州,2015-10-19,轻度污染,105,277,61,157,21,52,2,30
兰州,2015-10-20,良,100,244,58,146,21,44,1,32
兰州,2015-10-21,良,58,87,24,64,11,11,1,44
兰州,2015-10-22,优,46,48,24,48,8,28,1,32
兰州,2015-10-23,良,67,107,45,79,11,42,1,30
兰州,2015-10-24,良,54,80,35,57,8,30,1,34
兰州,2015-10-25,优,50,91,29,51,8,27,1,33
兰州,2015-10-26,优,45,65,20,47,9,23,1,46
兰州,2015-10-27,良,74,284,49,88,16,46,1,32
兰州,2015-10-28,良,93,304,68,115,23,50,1,22
兰州,2015-10-29,良,58,190,25,64,25,42,1,38
兰州,2015-10-30,良,61,221,31,70,23,30,1,41
兰州,2015-10-31,良,56,207,40,57,18,45,1,42
兰州,2015-11-1,良,97,308,71,131,34,88,2,32
兰州,2015-11-2,良,79,200,51,102,22,50,2,27
兰州,2015-11-3,良,63,95,37,74,16,30,1,44
兰州,2015-11-4,良,74,136,24,95,22,28,1,39
兰州,2015-11-5,良,74,167,35,96,20,37,1,21
兰州,2015-11-6,优,49,157,32,48,23,22,1,33
兰州,2015-11-7,良,69,272,38,87,11,28,1,36
兰州,2015-11-8,良,95,280,64,132,19,52,2,23
兰州,2015-11-9,轻度污染,112,289,83,143,22,77,2,32
兰州,2015-11-10,良,93,254,68,116,23,63,2,26
兰州,2015-11-11,良,79,213,56,92,21,59,2,19
兰州,2015-11-12,良,68,178,47,78,17,58,2,25
兰州,2015-11-13,良,92,254,61,128,29,78,2,24
兰州,2015-11-14,良,73,195,39,95,24,39,2,23
兰州,2015-11-15,良,99,260,44,146,29,48,1,43
兰州,2015-11-16,良,98,309,41,144,25,48,1,29
兰州,2015-11-17,良,77,272,40,101,23,40,1,31
兰州,2015-11-18,良,93,330,69,110,19,45,1,25
兰州,2015-11-19,良,87,311,63,114,35,44,1,18
兰州,2015-11-20,轻度污染,107,326,76,145,31,77,2,20
兰州,2015-11-21,轻度污染,112,340,84,142,33,80,2,27
兰州,2015-11-22,良,90,335,65,113,25,51,2,32
兰州,2015-11-23,良,65,296,28,79,29,32,1,31
兰州,2015-11-24,优,45,203,23,45,20,29,1,35
兰州,2015-11-25,良,68,277,40,84,25,53,2,17
兰州,2015-11-26,轻度污染,120,341,85,169,30,87,2,24
兰州,2015-11-27,轻度污染,141,344,106,192,30,90,2,23
兰州,2015-11-28,轻度污染,121,289,89,175,35,90,2,22
兰州,2015-11-29,轻度污染,142,288,107,200,36,98,3,24
兰州,2015-11-30,中度污染,161,286,122,224,40,114,3,31
兰州,2015-12-1,轻度污染,109,244,64,158,24,62,2,32
兰州,2015-12-2,良,88,236,32,123,21,46,1,34
兰州,2015-12-3,良,76,264,35,100,29,61,1,21
兰州,2015-12-4,良,97,335,56,141,37,70,2,17
兰州,2015-12-5,轻度污染,127,302,93,190,42,69,3,13
兰州,2015-12-6,轻度污染,139,315,106,186,39,79,3,29
兰州,2015-12-7,轻度污染,133,259,98,195,42,90,3,16
兰州,2015-12-8,轻度污染,116,250,87,164,40,80,3,17
兰州,2015-12-9,轻度污染,111,251,83,145,36,81,2,20
兰州,2015-12-10,轻度污染,104,224,77,136,33,85,2,28
兰州,2015-12-11,轻度污染,126,257,95,160,32,100,3,25
兰州,2015-12-12,良,58,116,40,58,13,28,1,34
兰州,2015-12-13,优,36,30,24,34,16,28,1,48
兰州,2015-12-14,良,62,143,43,71,21,51,1,32
兰州,2015-12-15,良,63,175,40,73,27,37,1,29
兰州,2015-12-16,良,69,274,42,81,24,45,1,25
兰州,2015-12-17,良,98,336,72,121,29,48,2,21
兰州,2015-12-18,轻度污染,101,277,72,122,31,75,2,25
兰州,2015-12-19,轻度污染,103,237,77,126,31,75,2,24
兰州,2015-12-20,轻度污染,128,240,97,149,30,87,2,23
兰州,2015-12-21,轻度污染,133,205,100,157,30,91,2,26
兰州,2015-12-22,轻度污染,118,175,89,132,27,81,2,27
兰州,2015-12-23,轻度污染,115,159,85,130,36,74,2,21
兰州,2015-12-24,良,95,187,70,113,33,66,2,24
兰州,2015-12-25,轻度污染,121,242,90,149,40,77,3,24
兰州,2015-12-26,轻度污染,139,277,105,171,47,93,3,15
兰州,2015-12-27,良,73,172,48,90,45,25,3,19
兰州,2015-12-28,良,89,187,60,117,50,40,3,20
兰州,2015-12-29,轻度污染,111,203,82,134,52,51,3,26
兰州,2015-12-30,轻度污染,149,235,112,173,51,59,3,26
兰州,2015-12-31,中度污染,153,242,116,174,49,68,3,23
兰州,2016-1-1,中度污染,156,262,118,178,54,91,4,29
兰州,2016-1-2,良,100,125,74,118,47,83,3,29
兰州,2016-1-3,良,96,124,69,125,50,75,3,24
兰州,2016-1-4,良,100,179,73,134,43,69,3,29
兰州,2016-1-5,良,68,177,38,83,32,59,2,30
兰州,2016-1-6,良,80,221,55,103,33,57,2,26
兰州,2016-1-7,良,79,200,54,98,38,62,2,31
兰州,2016-1-8,轻度污染,109,266,81,132,43,76,2,30
兰州,2016-1-9,轻度污染,128,240,97,146,34,76,3,28
兰州,2016-1-10,轻度污染,105,214,76,118,35,56,2,32
兰州,2016-1-11,良,70,210,45,82,21,35,1,41
兰州,2016-1-12,良,66,211,39,79,24,35,1,36
兰州,2016-1-13,良,85,209,59,105,31,55,2,34
兰州,2016-1-14,良,89,198,60,110,31,72,2,29
兰州,2016-1-15,轻度污染,138,285,103,166,38,102,3,31
兰州,2016-1-16,轻度污染,122,237,88,151,40,79,2,35
兰州,2016-1-17,轻度污染,125,266,50,197,23,60,1,34
兰州,2016-1-18,良,76,182,41,99,29,56,1,37
兰州,2016-1-19,良,94,196,54,135,34,52,2,33
兰州,2016-1-20,良,63,113,29,73,25,50,1,32
兰州,2016-1-21,良,80,245,40,107,31,43,2,35
兰州,2016-1-22,优,39,96,12,38,14,15,1,57
兰州,2016-1-23,良,56,178,20,61,16,31,1,47
兰州,2016-1-24,优,49,119,23,53,24,42,1,43
兰州,2016-1-25,良,85,301,60,102,34,62,2,32
兰州,2016-1-26,良,91,281,66,113,39,58,2,31
兰州,2016-1-27,轻度污染,109,269,82,127,39,46,2,33
兰州,2016-1-28,轻度污染,101,223,75,116,37,55,2,36
兰州,2016-1-29,轻度污染,127,288,96,139,40,62,2,42
兰州,2016-1-30,轻度污染,116,289,86,129,45,38,2,38
兰州,2016-1-31,良,65,179,35,78,28,25,1,51
兰州,2016-2-1,良,73,175,48,86,34,37,1,45
兰州,2016-2-2,轻度污染,101,209,75,124,34,56,2,34
兰州,2016-2-3,良,100,188,74,116,34,49,2,39
兰州,2016-2-4,良,88,197,59,114,25,42,1,52
兰州,2016-2-5,良,75,175,38,98,18,33,1,43
兰州,2016-2-6,良,70,201,45,87,23,52,1,36
兰州,2016-2-7,轻度污染,105,278,75,128,38,70,2,43
兰州,2016-2-8,轻度污染,137,155,104,153,45,67,2,45
兰州,2016-2-9,轻度污染,104,248,77,122,37,67,2,43
兰州,2016-2-10,轻度污染,113,276,84,127,37,72,2,48
兰州,2016-2-11,轻度污染,113,262,78,137,29,50,2,52
兰州,2016-2-12,良,85,198,28,117,11,12,1,65
兰州,2016-2-13,良,52,180,15,54,14,16,1,61
兰州,2016-2-14,良,57,312,31,61,20,31,1,46
兰州,2016-2-15,良,64,326,41,70,20,38,1,52
兰州,2016-2-16,良,79,338,56,89,23,49,1,50
兰州,2016-2-17,良,93,331,68,109,27,59,2,46
兰州,2016-2-18,中度污染,164,345,73,358,26,44,1,44
兰州,2016-2-19,严重污染,322,357,81,479,11,23,1,67
兰州,2016-2-20,严重污染,382,363,88,541,16,42,1,52
兰州,2016-2-21,中度污染,157,354,62,259,25,48,1,38
兰州,2016-2-22,轻度污染,128,296,59,205,22,38,1,47
兰州,2016-2-23,轻度污染,117,300,57,182,16,38,1,59
兰州,2016-2-24,良,83,239,45,113,15,39,1,62
兰州,2016-2-25,良,71,187,40,89,16,42,1,55
兰州,2016-2-26,良,74,194,46,90,20,60,1,49
兰州,2016-2-27,良,79,220,47,103,20,48,1,51
兰州,2016-2-28,重度污染,201,356,77,270,14,41,1,40
兰州,2016-2-29,良,72,183,35,92,23,61,2,51
兰州,2016-3-1,良,67,117,32,82,19,38,1,59
兰州,2016-3-2,良,61,56,26,71,15,46,1,51
兰州,2016-3-3,良,66,74,33,72,27,58,2,64
兰州,2016-3-4,中度污染,177,297,54,250,11,32,1,57
兰州,2016-3-5,轻度污染,129,214,41,206,13,38,1,55
兰州,2016-3-6,轻度污染,150,255,61,248,21,49,1,54
兰州,2016-3-7,中度污染,159,310,66,266,19,46,1,64
兰州,2016-3-8,轻度污染,140,347,53,215,20,41,1,63
兰州,2016-3-9,中度污染,170,353,58,251,17,16,1,64
兰州,2016-3-10,良,71,306,42,90,12,30,1,59
兰州,2016-3-11,良,88,303,53,124,16,43,1,62
兰州,2016-3-12,轻度污染,148,349,82,243,12,32,1,55
兰州,2016-3-13,良,81,216,41,109,11,39,1,61
兰州,2016-3-14,良,86,205,49,121,15,46,1,60
兰州,2016-3-15,良,83,150,42,114,14,50,1,67
兰州,2016-3-16,良,72,123,42,92,13,37,1,66
兰州,2016-3-17,轻度污染,103,203,47,154,10,46,1,60
兰州,2016-3-18,轻度污染,131,249,68,210,19,71,1,62
兰州,2016-3-19,轻度污染,103,218,54,154,10,41,1,75
兰州,2016-3-20,轻度污染,112,278,67,171,12,46,1,66
兰州,2016-3-21,优,48,72,30,48,9,33,1,64
兰州,2016-3-22,良,89,250,57,125,10,39,1,64
兰州,2016-3-23,良,67,244,41,82,7,28,1,72
兰州,2016-3-24,良,53,166,26,54,6,36,1,67
兰州,2016-3-25,良,60,158,33,69,9,44,1,56
兰州,2016-3-26,良,68,161,25,84,8,49,1,64
兰州,2016-3-27,良,74,181,32,96,10,58,1,60
兰州,2016-3-28,良,90,243,36,129,10,50,1,65
兰州,2016-3-29,良,85,210,35,118,10,51,1,61
兰州,2016-3-30,良,84,192,39,116,11,62,1,64
兰州,2016-3-31,良,98,250,44,140,14,74,1,71
兰州,2016-4-1,轻度污染,142,340,59,232,8,32,1,78
兰州,2016-4-2,良,83,204,27,114,15,25,1,71
兰州,2016-4-3,轻度污染,103,336,34,153,15,36,1,76
兰州,2016-4-4,良,88,316,38,125,13,40,1,75
兰州,2016-4-5,良,67,202,36,82,10,38,1,79
兰州,2016-4-6,良,65,222,33,79,5,35,1,65
兰州,2016-4-7,良,77,252,32,102,8,37,1,80
兰州,2016-4-8,良,72,225,24,92,7,37,1,67
兰州,2016-4-9,良,57,147,25,61,7,42,1,69
兰州,2016-4-10,良,86,260,40,117,14,62,1,73
兰州,2016-4-11,良,88,268,41,125,13,48,1,77
兰州,2016-4-12,良,88,268,34,124,9,32,1,74
兰州,2016-4-13,良,85,211,37,118,7,40,1,65
兰州,2016-4-14,良,72,157,30,89,9,45,1,77
兰州,2016-4-15,良,68,169,25,86,4,20,1,85
兰州,2016-4-16,优,48,107,22,48,3,21,1,84
兰州,2016-4-17,良,55,161,19,51,3,30,1,94
兰州,2016-4-18,良,90,349,40,118,12,66,1,83
兰州,2016-4-19,良,77,279,31,102,7,39,1,73
兰州,2016-4-20,良,88,306,34,125,10,46,1,72
兰州,2016-4-21,良,78,240,31,102,12,48,1,83
兰州,2016-4-22,良,83,234,33,114,9,50,1,67
兰州,2016-4-23,良,51,129,26,47,4,35,1,81
兰州,2016-4-24,良,90,285,38,89,7,52,1,96
兰州,2016-4-25,良,79,244,34,106,5,33,1,84
兰州,2016-4-26,良,64,201,30,71,4,30,1,95
兰州,2016-4-27,良,85,292,41,87,9,54,1,98
兰州,2016-4-28,良,100,322,49,132,15,63,1,94
兰州,2016-4-29,轻度污染,101,292,49,137,15,56,1,88
兰州,2016-4-30,良,84,213,44,115,9,43,1,91
兰州,2016-5-1,重度污染,201,358,74,274,11,33,1,82
兰州,2016-5-2,良,77,251,24,50,4,24,1,130
兰州,2016-5-3,良,99,350,50,131,11,61,1,97
兰州,2016-5-4,轻度污染,123,354,66,190,16,49,1,103
兰州,2016-5-5,良,100,307,52,147,9,23,1,95
兰州,2016-5-6,良,98,261,47,144,13,17,1,75
兰州,2016-5-7,良,84,265,49,109,8,37,1,70
